Source,Error,Survey End Date,CON (%),LAB (%),LD (%),UKIP (%),Grn (%),Con Lead
Opinium/Observer,,2014-02-14,28 ,37 ,8,17 ,2 ,-9
YouGov/Sunday Times,,2014-02-14,32 ,39 ,9,12 ,3 ,-7
Populus/,,2014-02-16,33 ,38 ,10,13 ,3 ,-5
ComRes/Independent on Sunday (O),,2014-02-16,32 ,37 ,9,15 ,2 ,-5
YouGov/Sun,,2014-02-17,33 ,40 ,9,11 ,2 ,-7
YouGov/Sun,,2014-02-18,33 ,40 ,8,12 ,3 ,-7
YouGov/Sun,,2014-02-19,33 ,37 ,10,12 ,3 ,-4
Populus/,,2014-02-20,32 ,38 ,9,13 ,3 ,-6
YouGov/Sun,,2014-02-20,34 ,39 ,9,12 ,2 ,-5
YouGov/Sunday Times,,2014-02-21,32 ,39 ,8,12 ,2 ,-7
Populus/,,2014-02-23,32 ,37 ,10,15 ,2 ,-5
YouGov/Sun,,2014-02-24,33 ,38 ,10,13 ,2 ,-5
YouGov/Sun,,2014-02-25,33 ,39 ,10,11 ,3 ,-6
YouGov/Sun,,2014-02-26,34 ,40 ,10,11 ,3 ,-6
YouGov/Sun,,2014-02-27,34 ,39 ,8,12 ,3 ,-5
Populus/,,2014-02-27,33 ,38 ,9,13 ,3 ,-5
Opinium/Observer,,2014-02-28,29 ,34 ,10,19 ,3 ,-5
YouGov/Sunday Times,,2014-02-28,34 ,38 ,9,12 ,2 ,-4
ComRes/Independent,,2014-03-02,30 ,38 ,10,11 ,4 ,-8
Populus/,,2014-03-02,34 ,37 ,10,12 ,3 ,-3
YouGov/Sun,,2014-03-03,32 ,41 ,8,12 ,1 ,-9
YouGov/Sun,,2014-03-04,34 ,38 ,9,13 ,2 ,-4
YouGov/Sun,,2014-03-05,34 ,37 ,10,11 ,3 ,-3
Populus/,,2014-03-06,34 ,37 ,9,12 ,3 ,-3
YouGov/Sun,,2014-03-06,31 ,40 ,9,13 ,3 ,-9
YouGov/Sunday Times,,2014-03-07,32 ,39 ,10,14 ,2 ,-7
Populus/,,2014-03-09,34 ,38 ,9,12 ,3 ,-4
YouGov/Sun,,2014-03-10,32 ,39 ,8,13 ,3 ,-7
ICM/Guardian,,2014-03-11,35 ,38 ,12,9 ,3 ,-3
YouGov/Sun,,2014-03-11,34 ,38 ,10,12 ,2 ,-4
Opinium/Observer,,2014-03-12,30 ,35 ,10,16 ,3 ,-5
YouGov/Sun,,2014-03-12,35 ,37 ,9,13 ,2 ,-2
Ipsos-MORI/Evening Standard,,2014-03-12,32 ,35 ,13,11 ,5 ,-3
ComRes/Independent on Sunday (O),,2014-03-13,32 ,35 ,9,16 ,3 ,-3
Populus/,,2014-03-13,34 ,35 ,10,13 ,2 ,-1
YouGov/Sun,,2014-03-13,33 ,38 ,11,10 ,2 ,-5
YouGov/Sunday Times,,2014-03-14,33 ,40 ,8,12 ,2 ,-7
Populus/,,2014-03-16,32 ,36 ,10,13 ,3 ,-4
YouGov/Sun,,2014-03-17,32 ,40 ,9,11 ,3 ,-8
YouGov/Sun,,2014-03-18,34 ,38 ,11,11 ,3 ,-4
YouGov/Sun,,2014-03-19,33 ,38 ,11,11 ,3 ,-5
Populus/,,2014-03-20,34 ,38 ,9,12 ,2 ,-4
YouGov/Sun,,2014-03-20,34 ,39 ,10,10 ,2 ,-5
Survation/Mail on Sunday,,2014-03-21,34 ,35 ,9,15 ,2 ,-1
YouGov/Sunday Times,,2014-03-21,36 ,37 ,9,11 ,2 ,-1
ComRes/Independent on Sunday,,2014-03-23,31 ,36 ,9,11 ,5 ,-5
Populus/,,2014-03-23,34 ,35 ,10,13 ,2 ,-1
YouGov/Sun,,2014-03-24,36 ,38 ,10,10 ,2 ,-2
YouGov/Sun,,2014-03-25,35 ,38 ,10,10 ,2 ,-3
YouGov/Sun,,2014-03-26,35 ,37 ,9,11 ,2 ,-2
YouGov/Sun,,2014-03-27,35 ,36 ,10,11 ,3 ,-1
Populus/,,2014-03-28,35 ,37 ,8,12 ,3 ,-2
YouGov/Sunday Times,,2014-03-28,33 ,40 ,9,11 ,2 ,-7
Opinium/Observer,,2014-03-28,32 ,33 ,10,15 ,3 ,-1
Populus/,,2014-03-30,34 ,37 ,10,11 ,3 ,-3
YouGov/Sun,,2014-03-31,34 ,37 ,11,13 ,2 ,-3
YouGov/Sun,,2014-04-01,33 ,37 ,10,12 ,2 ,-4
YouGov/Sun,,2014-04-02,32 ,38 ,10,13 ,2 ,-6
YouGov/Sun,,2014-04-03,32 ,38 ,10,13 ,3 ,-6
YouGov/Sunday Times,,2014-04-04,34 ,39 ,9,12 ,2 ,-5
Populus/,,2014-04-06,34 ,37 ,9,14 ,3 ,-3
Ipsos-MORI/Evening Standard,,2014-04-07,31 ,37 ,9,15 ,3 ,-6
YouGov/Sun,,2014-04-07,33 ,36 ,10,14 ,2 ,-3
YouGov/Sun,,2014-04-08,33 ,37 ,10,13 ,2 ,-4
YouGov/Sun,,2014-04-09,33 ,36 ,10,14 ,2 ,-3
YouGov/Sun,,2014-04-10,32 ,38 ,8,14 ,2 ,-6
ComRes/Independent on Sunday (O),,2014-04-10,29 ,35 ,7,20 ,4 ,-6
Populus/,,2014-04-10,34 ,35 ,11,12 ,2 ,-1
Opinium/Observer,,2014-04-10,30 ,36 ,7,18 ,3 ,-6
YouGov/Sunday Times,,2014-04-11,32 ,38 ,8,14 ,2 ,-6
ICM/Guardian,,2014-04-13,32 ,37 ,12,11 ,2 ,-5
Populus/,,2014-04-13,33 ,35 ,11,13 ,2 ,-2
ComRes/Independent,,2014-04-13,30 ,36 ,9,12 ,4 ,-6
YouGov/Sun,,2014-04-14,33 ,38 ,9,12 ,3 ,-5
YouGov/Sun,,2014-04-15,34 ,37 ,10,13 ,2 ,-3
YouGov/Sun,,2014-04-16,33 ,39 ,9,11 ,3 ,-6
Populus/,,2014-04-16,34 ,35 ,9,14 ,3 ,-1
YouGov/Sun,,2014-04-17,33 ,35 ,11,15 ,2 ,-2
Populus/,,2014-04-21,33 ,36 ,10,13 ,3 ,-3
YouGov/Sun,,2014-04-22,34 ,37 ,10,12 ,2 ,-3
YouGov/Sun,,2014-04-23,32 ,37 ,10,15 ,2 ,-5
Populus/,,2014-04-24,35 ,35 ,9,13 ,3 ,0
YouGov/Sun,,2014-04-24,32 ,38 ,8,14 ,4 ,-6
YouGov/Sunday Times,,2014-04-25,31 ,36 ,9,15 ,4 ,-5
Opinium/Observer,,2014-04-25,32 ,34 ,7,18 ,3 ,-2
Populus/,,2014-04-27,32 ,35 ,10,15 ,3 ,-3
YouGov/Sun,,2014-04-28,32 ,37 ,10,15 ,2 ,-5
YouGov/Sun,,2014-04-29,32 ,37 ,9,14 ,3 ,-5
YouGov/Sun,,2014-04-30,31 ,37 ,9,15 ,3 ,-6
Populus/,,2014-05-01,34 ,35 ,9,14 ,3 ,-1
YouGov/Sun on Sunday,,2014-05-01,33 ,36 ,10,15 ,2 ,-3
YouGov/Sun,,2014-05-01,33 ,36 ,10,14 ,3 ,-3
YouGov/Sunday Times,,2014-05-02,33 ,36 ,9,15 ,4 ,-3
Survation/Mirror,,2014-05-03,33 ,34 ,8,18 ,2 ,-1
Populus/,,2014-05-05,33 ,36 ,8,14 ,4 ,-3
YouGov/Sun,,2014-05-06,34 ,35 ,9,14 ,3 ,-1
YouGov/Sun,,2014-05-07,34 ,37 ,8,13 ,3 ,-3
Populus/,,2014-05-08,32 ,36 ,8,16 ,4 ,-4
YouGov/Sun,,2014-05-08,34 ,35 ,8,13 ,4 ,-1
Opinium/,,2014-05-08,29 ,33 ,9,20 ,4 ,-4
YouGov/Sunday Times,,2014-05-09,31 ,38 ,9,13 ,4 ,-7
Survation/Mail on Sunday,,2014-05-09,28 ,34 ,10,20 ,3 ,-6
ICM/Guardian,,2014-05-11,33 ,31 ,13,15 ,4 ,2
Populus/,,2014-05-11,35 ,36 ,8,13 ,3 ,-1
Ashcroft/,,2014-05-11,34 ,32 ,9,15 ,5 ,2
Ipsos-MORI/Evening Standard,,2014-05-12,31 ,34 ,9,11 ,8 ,-3
YouGov/Sun,,2014-05-12,35 ,36 ,9,14 ,3 ,-1
YouGov/Sun,,2014-05-13,34 ,34 ,8,15 ,3 ,0
YouGov/Sun,,2014-05-14,32 ,35 ,10,13 ,4 ,-3
YouGov/Sun,,2014-05-15,34 ,36 ,8,13 ,4 ,-2
ComRes/Independent on Sunday (O),,2014-05-15,29 ,33 ,8,19 ,4 ,-4
Populus/,,2014-05-15,32 ,36 ,10,13 ,3 ,-4
YouGov/Sunday Times,,2014-05-16,34 ,37 ,9,13 ,4 ,-3
Ashcroft/,,2014-05-18,29 ,35 ,9,14 ,5 ,-6
ComRes/Independent,,2014-05-18,30 ,35 ,8,14 ,5 ,-5
Populus/,,2014-05-18,35 ,34 ,8,14 ,3 ,1
YouGov/Sun,,2014-05-19,33 ,37 ,9,11 ,6 ,-4
Survation/Mirror,,2014-05-20,28 ,35 ,8,21 ,3 ,-7
YouGov/Sun,,2014-05-20,33 ,35 ,11,13 ,3 ,-2
YouGov/Sun,,2014-05-21,33 ,36 ,9,13 ,4 ,-3
YouGov/Sun,,2014-05-22,34 ,34 ,9,14 ,5 ,0
Populus/,,2014-05-22,34 ,36 ,9,14 ,3 ,-2
YouGov/Sunday Times,,2014-05-23,34 ,35 ,9,13 ,5 ,-1
Opinium/Observer,,2014-05-23,32 ,33 ,7,19 ,4 ,-1
Ashcroft/,,2014-05-25,29 ,31 ,8,17 ,7 ,-2
Populus/,,2014-05-26,34 ,36 ,9,14 ,3 ,-2
YouGov/Sun,,2014-05-27,32 ,34 ,8,15 ,5 ,-2
YouGov/Sun,,2014-05-28,32 ,36 ,9,14 ,5 ,-4
Populus/,,2014-05-29,34 ,35 ,9,14 ,4 ,-1
YouGov/Sun,,2014-05-29,31 ,38 ,7,16 ,4 ,-7
YouGov/Sunday Times,,2014-05-30,33 ,36 ,7,15 ,4 ,-3
Populus/,,2014-06-01,32 ,37 ,10,13 ,3 ,-5
Ashcroft/,,2014-06-01,25 ,34 ,6,19 ,7 ,-9
YouGov/Sun,,2014-06-02,30 ,36 ,8,17 ,5 ,-6
YouGov/Sun,,2014-06-03,32 ,36 ,8,14 ,5 ,-4
YouGov/Sun,,2014-06-04,32 ,37 ,7,13 ,5 ,-5
YouGov/Sun,,2014-06-05,31 ,37 ,8,15 ,5 ,-6
Opinium/Observer,,2014-06-05,31 ,35 ,6,19 ,4 ,-4
Populus/,,2014-06-06,34 ,35 ,9,14 ,5 ,-1
YouGov/Sunday Times,,2014-06-06,33 ,37 ,7,14 ,5 ,-4
Populus/,,2014-06-08,35 ,36 ,9,14 ,3 ,-1
Ashcroft/,,2014-06-08,28 ,32 ,8,17 ,7 ,-4
YouGov/Sun,,2014-06-09,31 ,37 ,7,15 ,5 ,-6
YouGov/Sun,,2014-06-10,35 ,37 ,8,12 ,3 ,-2
YouGov/Sun,,2014-06-11,34 ,36 ,6,14 ,5 ,-2
Populus/,,2014-06-12,32 ,35 ,8,15 ,5 ,-3
YouGov/Sun on Sunday,,2014-06-12,33 ,36 ,8,14 ,5 ,-3
TNS BMRB/,,2014-06-12,29 ,35 ,6,23 ,3 ,-6
YouGov/Sun,,2014-06-12,32 ,38 ,8,12 ,5 ,-6
YouGov/Sunday Times,,2014-06-13,33 ,37 ,8,13 ,5 ,-4
ComRes/Independent on Sunday (O),,2014-06-13,32 ,34 ,7,18 ,4 ,-2
Ashcroft/,,2014-06-15,29 ,35 ,8,15 ,6 ,-6
ICM/Guardian,,2014-06-15,31 ,32 ,10,16 ,6 ,-1
Populus/,,2014-06-15,33 ,37 ,9,13 ,4 ,-4
YouGov/Sun,,2014-06-16,32 ,36 ,10,14 ,5 ,-4
Ipsos-MORI/Evening Standard,,2014-06-17,31 ,34 ,8,14 ,8 ,-3
YouGov/Sun,,2014-06-17,34 ,37 ,7,13 ,4 ,-3
YouGov/Sun,,2014-06-18,34 ,38 ,7,13 ,5 ,-4
Opinium/Observer,,2014-06-19,31 ,35 ,7,17 ,5 ,-4
YouGov/Sun,,2014-06-19,33 ,37 ,8,15 ,3 ,-4
Populus/,,2014-06-19,34 ,36 ,8,13 ,3 ,-2
YouGov/Sunday Times,,2014-06-20,32 ,38 ,8,14 ,5 ,-6
Populus/,,2014-06-22,32 ,37 ,9,13 ,3 ,-5
Ashcroft/,,2014-06-22,28 ,33 ,9,17 ,7 ,-5
YouGov/Sun,,2014-06-23,32 ,36 ,9,15 ,4 ,-4
YouGov/Sun,,2014-06-24,33 ,36 ,8,15 ,4 ,-3
YouGov/Sun,,2014-06-25,32 ,37 ,7,14 ,5 ,-5
YouGov/Sun,,2014-06-26,33 ,38 ,8,13 ,4 ,-5
Populus/,,2014-06-26,34 ,35 ,8,13 ,5 ,-1
YouGov/Sunday Times,,2014-06-27,33 ,37 ,8,14 ,5 ,-4
Survation/Mail on Sunday,,2014-06-27,27 ,36 ,7,22 ,5 ,-9
ComRes/Independent,,2014-06-29,30 ,32 ,7,18 ,5 ,-2
Ashcroft/,,2014-06-29,33 ,31 ,9,15 ,6 ,2
Populus/,,2014-06-29,33 ,37 ,10,12 ,4 ,-4
YouGov/Sun,,2014-06-30,35 ,37 ,8,12 ,3 ,-2
YouGov/Sun,,2014-07-01,33 ,38 ,8,11 ,5 ,-5
YouGov/Sun,,2014-07-02,35 ,37 ,8,12 ,5 ,-2
YouGov/Sun,,2014-07-03,35 ,36 ,8,12 ,5 ,-1
Opinium/,,2014-07-03,29 ,35 ,7,18 ,5 ,-6
Populus/,,2014-07-03,34 ,35 ,9,14 ,4 ,-1
YouGov/Sun on Sunday,,2014-07-04,35 ,37 ,8,12 ,5 ,-2
YouGov/Sunday Times,,2014-07-04,34 ,36 ,8,13 ,5 ,-2
Ashcroft/,,2014-07-06,27 ,34 ,11,15 ,6 ,-7
Populus/,,2014-07-06,31 ,38 ,9,14 ,4 ,-7
YouGov/Sun,,2014-07-07,34 ,37 ,9,13 ,4 ,-3
YouGov/Sun,,2014-07-08,31 ,38 ,8,12 ,5 ,-7
YouGov/Sun,,2014-07-09,32 ,36 ,10,12 ,5 ,-4
Populus/,,2014-07-10,34 ,36 ,8,12 ,5 ,-2
YouGov/Sun,,2014-07-10,34 ,37 ,8,12 ,5 ,-3
YouGov/Sunday Times,,2014-07-11,33 ,38 ,9,12 ,4 ,-5
Populus/,,2014-07-13,34 ,37 ,9,12 ,3 ,-3
Ashcroft/,,2014-07-13,32 ,36 ,7,14 ,6 ,-4
ICM/Guardian,,2014-07-13,34 ,33 ,12,9 ,4 ,1
YouGov/Sun,,2014-07-14,35 ,38 ,8,10 ,4 ,-3
YouGov/Sun,,2014-07-15,34 ,38 ,6,14 ,4 ,-4
Ipsos-MORI/Evening Standard,,2014-07-15,32 ,35 ,8,12 ,8 ,-3
YouGov/Sun,,2014-07-16,33 ,36 ,9,13 ,4 ,-3
Populus/,,2014-07-17,35 ,35 ,8,14 ,3 ,0
Opinium/Observer,,2014-07-17,30 ,34 ,9,17 ,4 ,-4
YouGov/Sun,,2014-07-17,32 ,39 ,8,13 ,4 ,-7
TNS BMRB/,,2014-07-17,29 ,36 ,7,19 ,,-7
ComRes/Independent on Sunday (O),,2014-07-18,31 ,34 ,9,15 ,4 ,-3
YouGov/Sunday Times,,2014-07-18,32 ,37 ,9,13 ,5 ,-5
Populus/,,2014-07-20,32 ,37 ,9,13 ,4 ,-5
Ashcroft/,,2014-07-20,27 ,35 ,7,17 ,7 ,-8
YouGov/Sun,,2014-07-21,34 ,38 ,9,11 ,4 ,-4
YouGov/Sun,,2014-07-22,34 ,37 ,7,14 ,5 ,-3
YouGov/Sun,,2014-07-23,34 ,38 ,8,12 ,4 ,-4
YouGov/Sun,,2014-07-24,35 ,38 ,8,11 ,4 ,-3
Populus/,,2014-07-24,35 ,37 ,9,9 ,4 ,-2
YouGov/Sunday Times,,2014-07-25,35 ,36 ,8,13 ,5 ,-1
Ashcroft/,,2014-07-27,32 ,34 ,9,14 ,6 ,-2
Populus/,,2014-07-27,33 ,37 ,9,12 ,5 ,-4
ComRes/Independent,,2014-07-27,27 ,33 ,8,17 ,7 ,-6
YouGov/Sun,,2014-07-28,33 ,39 ,8,12 ,4 ,-6
YouGov/Sun,,2014-07-29,34 ,35 ,8,12 ,6 ,-1
YouGov/Sun,,2014-07-30,35 ,37 ,8,12 ,4 ,-2
YouGov/Sun,,2014-07-31,34 ,38 ,8,13 ,4 ,-4
Populus/,,2014-07-31,35 ,36 ,8,13 ,4 ,-1
YouGov/Sunday Times,,2014-08-01,35 ,38 ,7,12 ,4 ,-3
Opinium/Observer,,2014-08-01,32 ,35 ,7,15 ,5 ,-3
Ashcroft/,,2014-08-03,30 ,33 ,8,18 ,6 ,-3
Populus/,,2014-08-03,35 ,37 ,9,12 ,3 ,-2
YouGov/Sun,,2014-08-04,34 ,38 ,6,13 ,4 ,-4
YouGov/Sun,,2014-08-05,33 ,38 ,8,12 ,4 ,-5
YouGov/Sun,,2014-08-06,34 ,37 ,9,12 ,4 ,-3
Populus/,,2014-08-07,36 ,35 ,9,11 ,3 ,1
YouGov/Sun,,2014-08-07,33 ,38 ,7,12 ,4 ,-5
YouGov/Sunday Times,,2014-08-08,33 ,37 ,8,13 ,4 ,-4
ICM/Guardian,,2014-08-10,31 ,38 ,12,10 ,4 ,-7
Ipsos-MORI/Evening Standard,,2014-08-11,33 ,33 ,7,13 ,7 ,0
YouGov/Sun,,2014-08-11,33 ,37 ,8,12 ,5 ,-4
Populus/,,2014-08-11,33 ,37 ,9,12 ,3 ,-4
YouGov/Sun,,2014-08-12,35 ,38 ,8,11 ,4 ,-3
YouGov/Sun,,2014-08-13,34 ,36 ,10,12 ,4 ,-2
Populus/,,2014-08-14,32 ,35 ,9,14 ,5 ,-3
YouGov/Sun,,2014-08-14,35 ,35 ,8,12 ,5 ,0
Opinium/,,2014-08-15,28 ,32 ,10,21 ,4 ,-4
YouGov/Sunday Times,,2014-08-15,34 ,38 ,7,13 ,4 ,-4
Populus/,,2014-08-17,32 ,37 ,9,14 ,3 ,-5
YouGov/Sun,,2014-08-18,33 ,38 ,8,12 ,4 ,-5
YouGov/Sun,,2014-08-19,36 ,37 ,9,12 ,3 ,-1
YouGov/Sun,,2014-08-20,34 ,38 ,9,11 ,4 ,-4
Populus/,,2014-08-21,33 ,39 ,9,11 ,3 ,-6
YouGov/Sun,,2014-08-21,33 ,38 ,8,12 ,5 ,-5
ComRes/Independent on Sunday (O),,2014-08-22,32 ,34 ,8,18 ,3 ,-2
YouGov/Sunday Times,,2014-08-22,34 ,36 ,8,14 ,5 ,-2
Populus/,,2014-08-25,32 ,38 ,8,15 ,3 ,-6
YouGov/Sun,,2014-08-26,33 ,37 ,8,13 ,5 ,-4
YouGov/Sun,,2014-08-27,34 ,35 ,7,14 ,6 ,-1
Populus/,,2014-08-28,35 ,34 ,8,13 ,5 ,1
YouGov/Sun,,2014-08-28,33 ,36 ,7,13 ,5 ,-3
YouGov/Sunday Times,,2014-08-29,32 ,36 ,7,16 ,4 ,-4
Opinium/Observer,,2014-08-29,30 ,36 ,7,16 ,4 ,-6
Populus/,,2014-08-31,32 ,36 ,9,15 ,3 ,-4
ComRes/Independent,,2014-08-31,28 ,35 ,9,17 ,6 ,-7
YouGov/Sun,,2014-09-01,34 ,35 ,7,14 ,5 ,-1
YouGov/Sun,,2014-09-02,32 ,35 ,8,15 ,5 ,-3
YouGov/Sun,,2014-09-03,33 ,36 ,7,14 ,5 ,-3
YouGov/Sun,,2014-09-04,32 ,36 ,7,16 ,5 ,-4
Populus/,,2014-09-04,32 ,38 ,8,14 ,4 ,-6
YouGov/Sunday Times,,2014-09-05,33 ,35 ,7,15 ,4 ,-2
Populus/,,2014-09-07,34 ,36 ,9,12 ,4 ,-2
Ashcroft/,,2014-09-07,28 ,35 ,8,18 ,6 ,-7
YouGov/Sun,,2014-09-08,31 ,36 ,8,16 ,5 ,-5
Ipsos-MORI/Evening Standard,,2014-09-09,34 ,33 ,7,15 ,6 ,1
YouGov/Sun,,2014-09-09,30 ,36 ,8,16 ,5 ,-6
YouGov/Sun,,2014-09-10,32 ,38 ,6,14 ,5 ,-6
YouGov/Sun,,2014-09-11,31 ,35 ,7,16 ,5 ,-4
Opinium/Observer,,2014-09-11,29 ,37 ,7,19 ,4 ,-8
Populus/,,2014-09-11,33 ,37 ,9,13 ,2 ,-4
YouGov/Sunday Times,,2014-09-12,32 ,35 ,7,15 ,6 ,-3
Survation/Mail on Sunday,,2014-09-12,31 ,35 ,8,19 ,3 ,-4
Ashcroft/,,2014-09-14,33 ,33 ,9,14 ,6 ,0
ICM/Guardian,,2014-09-14,33 ,35 ,10,9 ,7 ,-2
Populus/,,2014-09-14,34 ,35 ,9,13 ,3 ,-1
YouGov/Sun,,2014-09-15,31 ,35 ,7,15 ,6 ,-4
YouGov/Sun,,2014-09-16,34 ,37 ,7,12 ,6 ,-3
YouGov/Sun,,2014-09-17,33 ,36 ,8,13 ,5 ,-3
Populus/,,2014-09-18,32 ,36 ,9,15 ,4 ,-4
YouGov/Sun,,2014-09-18,33 ,35 ,8,14 ,5 ,-2
YouGov/Sunday Times,,2014-09-19,31 ,36 ,7,16 ,5 ,-5
Ashcroft/,,2014-09-21,27 ,33 ,9,17 ,7 ,-6
Populus/,,2014-09-21,33 ,37 ,9,12 ,4 ,-4
YouGov/Sun,,2014-09-22,33 ,35 ,7,14 ,5 ,-2
YouGov/Sun,,2014-09-23,31 ,37 ,7,15 ,5 ,-6
YouGov/Sun,,2014-09-24,33 ,37 ,7,13 ,5 ,-4
Populus/,,2014-09-25,33 ,37 ,9,13 ,3 ,-4
YouGov/Sun,,2014-09-25,31 ,37 ,7,13 ,5 ,-6
ComRes/Independent on Sunday (O),,2014-09-26,29 ,35 ,7,19 ,4 ,-6
Opinium/Observer,,2014-09-26,32 ,34 ,7,17 ,4 ,-2
YouGov/Sunday Times,,2014-09-26,31 ,36 ,6,15 ,6 ,-5
Ashcroft/,,2014-09-28,32 ,32 ,8,17 ,4 ,0
Populus/,,2014-09-28,34 ,36 ,7,14 ,5 ,-2
ComRes/Independent,,2014-09-28,29 ,35 ,10,15 ,4 ,-6
YouGov/Sun,,2014-09-29,31 ,36 ,7,16 ,4 ,-5
YouGov/Sun,,2014-09-30,31 ,36 ,7,15 ,5 ,-5
YouGov/Sun,,2014-10-01,31 ,38 ,7,15 ,5 ,-7
YouGov/Sun,,2014-10-02,35 ,34 ,6,14 ,5 ,1
Populus/,,2014-10-02,33 ,38 ,8,13 ,3 ,-5
YouGov/Sunday Times,,2014-10-03,36 ,34 ,7,13 ,5 ,2
Ashcroft/,,2014-10-05,32 ,30 ,7,17 ,7 ,2
Populus/,,2014-10-05,31 ,37 ,8,15 ,3 ,-6
YouGov/Sun,,2014-10-06,35 ,33 ,8,13 ,4 ,2
YouGov/Sun,,2014-10-07,32 ,34 ,8,15 ,5 ,-2
YouGov/Sun,,2014-10-08,33 ,34 ,7,14 ,6 ,-1
YouGov/Sun,,2014-10-09,30 ,35 ,9,15 ,5 ,-5
Populus/,,2014-10-09,34 ,35 ,9,13 ,4 ,-1
YouGov/Sunday Times,,2014-10-10,32 ,34 ,9,16 ,5 ,-2
Opinium/Observer,,2014-10-10,28 ,35 ,9,17 ,4 ,-7
Survation/Mail on Sunday,,2014-10-10,31 ,31 ,7,25 ,2 ,0
Populus/,,2014-10-12,35 ,36 ,9,13 ,3 ,-1
Ashcroft/,,2014-10-12,28 ,32 ,8,19 ,5 ,-4
ICM/Guardian,,2014-10-12,31 ,35 ,11,14 ,4 ,-4
YouGov/Sun,,2014-10-13,31 ,34 ,7,17 ,4 ,-3
Ipsos-MORI/Evening Standard,,2014-10-14,30 ,33 ,8,16 ,5 ,-3
YouGov/Sun,,2014-10-14,30 ,34 ,8,18 ,5 ,-4
YouGov/Sun,,2014-10-15,31 ,33 ,7,19 ,5 ,-2
ComRes/Independent on Sunday (O),,2014-10-16,31 ,34 ,7,19 ,4 ,-3
Populus/,,2014-10-16,33 ,35 ,10,14 ,4 ,-2
YouGov/Sun,,2014-10-16,31 ,32 ,8,18 ,7 ,-1
YouGov/Sunday Times,,2014-10-17,32 ,35 ,7,16 ,5 ,-3
Populus/,,2014-10-19,34 ,36 ,9,13 ,3 ,-2
Ashcroft/,,2014-10-19,28 ,31 ,7,18 ,8 ,-3
YouGov/Sun,,2014-10-20,31 ,33 ,7,15 ,6 ,-2
YouGov/Sun,,2014-10-21,32 ,33 ,8,16 ,5 ,-1
YouGov/Sun,,2014-10-22,31 ,33 ,7,17 ,6 ,-2
Populus/,,2014-10-23,33 ,35 ,9,15 ,3 ,-2
YouGov/Sun,,2014-10-23,34 ,34 ,6,15 ,6 ,0
YouGov/Sunday Times,,2014-10-24,33 ,33 ,7,16 ,6 ,0
Opinium/Observer,,2014-10-24,33 ,33 ,6,18 ,4 ,0
Populus/,,2014-10-26,34 ,36 ,8,13 ,3 ,-2
Ashcroft/,,2014-10-26,31 ,31 ,7,18 ,5 ,0
ComRes/Independent,,2014-10-26,30 ,30 ,9,19 ,4 ,0
YouGov/Sun,,2014-10-27,32 ,32 ,8,18 ,6 ,0
YouGov/Sun,,2014-10-28,32 ,33 ,8,17 ,5 ,-1
YouGov/Sun,,2014-10-29,31 ,34 ,6,17 ,7 ,-3
YouGov/Sun,,2014-10-30,33 ,32 ,7,15 ,7 ,1
Populus/,,2014-10-30,34 ,34 ,8,15 ,5 ,0
YouGov/Sunday Times,,2014-10-31,31 ,32 ,7,18 ,6 ,-1
Survation/Mirror,,2014-11-01,27 ,31 ,9,24 ,3 ,-4
Ashcroft/,,2014-11-02,29 ,30 ,9,17 ,6 ,-1
Populus/,,2014-11-02,34 ,35 ,9,13 ,4 ,-1
YouGov/Sun,,2014-11-03,33 ,34 ,8,15 ,5 ,-1
YouGov/Sun,,2014-11-04,32 ,34 ,7,15 ,6 ,-2
YouGov/Sun,,2014-11-05,32 ,33 ,7,17 ,7 ,-1
Populus/,,2014-11-06,33 ,35 ,9,14 ,4 ,-2
YouGov/Sun,,2014-11-06,32 ,33 ,8,15 ,7 ,-1
Opinium/Observer,,2014-11-07,29 ,32 ,9,19 ,4 ,-3
YouGov/Sunday Times,,2014-11-07,33 ,33 ,7,16 ,6 ,0
Survation/Mail on Sunday,,2014-11-07,29 ,34 ,6,23 ,4 ,-5
Ashcroft/,,2014-11-09,30 ,29 ,10,16 ,7 ,1
Populus/,,2014-11-09,34 ,36 ,8,13 ,4 ,-2
ICM/Guardian,,2014-11-09,31 ,32 ,11,14 ,6 ,-1
YouGov/Sun,,2014-11-10,32 ,33 ,6,17 ,6 ,-1
Ipsos-MORI/Evening Standard,,2014-11-10,32 ,29 ,9,14 ,7 ,3
YouGov/Sun,,2014-11-11,33 ,34 ,7,15 ,6 ,-1
YouGov/Sun,,2014-11-12,32 ,35 ,7,15 ,6 ,-3
Populus/,,2014-11-13,33 ,35 ,9,13 ,4 ,-2
YouGov/Sun,,2014-11-13,33 ,32 ,8,15 ,6 ,1
YouGov/Sunday Times,,2014-11-14,31 ,33 ,7,18 ,5 ,-2
ComRes/Independent on Sunday (O),,2014-11-14,30 ,34 ,8,19 ,3 ,-4
Ashcroft/,,2014-11-16,29 ,30 ,9,16 ,7 ,-1
Populus/,,2014-11-16,35 ,36 ,7,11 ,5 ,-1
YouGov/Sun,,2014-11-17,33 ,32 ,7,15 ,8 ,1
YouGov/Sun,,2014-11-18,32 ,34 ,7,15 ,6 ,-2
YouGov/Sun,,2014-11-19,34 ,33 ,7,14 ,6 ,1
YouGov/Sun,,2014-11-20,34 ,33 ,7,15 ,6 ,1
Populus/,,2014-11-20,33 ,36 ,9,14 ,4 ,-3
